N,condition,exp_on,norm_on,trial,converged,conv_tick,first_beh_tick,first_cryst_50,final_coord,final_majority,final_cryst,final_norm_str,final_belief_err,mean_enforce,total_ticks
20,Neither,false,false,31,false,0,0,0,0.5,0.55,0,0.0,0.3325,0.0,3000
20,Neither,false,false,7,false,0,0,0,0.4,0.6,0,0.0,0.29166666666666663,0.0,3000
20,Neither,false,false,28,false,0,0,0,0.4,0.6,0,0.0,0.1983333333333333,0.0,3000
20,Neither,false,false,4,false,0,0,0,0.5,0.55,0,0.0,0.2891666666666667,0.0,3000
20,Neither,false,false,39,false,0,0,0,0.7,0.55,0,0.0,0.24666666666666673,0.0,3000
20,Neither,false,false,19,false,0,0,0,0.4,0.6,0,0.0,0.33166666666666667,0.0,3000
20,Neither,false,false,43,false,0,0,0,0.6,0.7,0,0.0,0.2775,0.0,3000
20,Neither,false,false,13,false,0,0,0,0.6,0.5,0,0.0,0.2666666666666667,0.0,3000
20,Neither,false,false,49,false,0,0,0,0.6,0.7,0,0.0,0.2733333333333333,0.0,3000
20,Neither,false,false,45,false,0,0,0,0.5,0.55,0,0.0,0.2558333333333333,0.0,3000
20,Neither,false,false,41,false,0,0,0,0.4,0.5,0,0.0,0.1833333333333333,0.0,3000
20,Neither,false,false,25,false,0,0,0,0.5,0.55,0,0.0,0.21666666666666662,0.0,3000
20,Neither,false,false,37,false,0,0,0,0.5,0.55,0,0.0,0.23999999999999994,0.0,3000
20,Neither,false,false,16,false,0,0,0,0.5,0.55,0,0.0,0.2033333333333333,0.0,3000
20,Neither,false,false,10,false,0,0,0,0.5,0.55,0,0.0,0.26166666666666666,0.0,3000
20,Neither,false,false,1,false,0,640,0,0.5,0.65,0,0.0,0.24666666666666665,0.0,3000
20,Neither,false,false,47,false,0,0,0,0.4,0.7,0,0.0,0.35,0.0,3000
20,Neither,false,false,22,false,0,0,0,0.4,0.5,0,0.0,0.2333333333333333,0.0,3000
20,Neither,false,false,35,false,0,0,0,0.6,0.5,0,0.0,0.2541666666666667,0.0,3000
20,Neither,false,false,33,false,0,0,0,0.4,0.6,0,0.0,0.22333333333333324,0.0,3000
20,Neither,false,false,29,false,0,0,0,0.3,0.65,0,0.0,0.24833333333333335,0.0,3000
20,Neither,false,false,5,false,0,0,0,0.5,0.65,0,0.0,0.2766666666666667,0.0,3000
20,Neither,false,false,32,false,0,0,0,0.4,0.5,0,0.0,0.2125,0.0,3000
20,Neither,false,false,40,false,0,237,0,0.7,0.75,0,0.0,0.29166666666666663,0.0,3000
20,Neither,false,false,8,false,0,0,0,0.4,0.5,0,0.0,0.20833333333333331,0.0,3000
20,Neither,false,false,14,false,0,0,0,0.9,0.55,0,0.0,0.23166666666666663,0.0,3000
20,Neither,false,false,20,false,0,0,0,0.6,0.6,0,0.0,0.33333333333333337,0.0,3000
20,Neither,false,false,50,false,0,0,0,0.6,0.6,0,0.0,0.305,0.0,3000
20,Neither,false,false,46,false,0,0,0,0.6,0.7,0,0.0,0.29833333333333334,0.0,3000
20,Neither,false,false,44,false,0,0,0,0.6,0.8,0,0.0,0.285,0.0,3000
20,Neither,false,false,42,false,0,0,0,0.3,0.55,0,0.0,0.23500000000000001,0.0,3000
20,Neither,false,false,26,false,0,0,0,0.4,0.6,0,0.0,0.2908333333333332,0.0,3000
20,Neither,false,false,38,false,0,0,0,0.3,0.55,0,0.0,0.25,0.0,3000
20,Neither,false,false,2,false,0,0,0,0.4,0.5,0,0.0,0.24583333333333335,0.0,3000
20,Neither,false,false,11,false,0,0,0,0.6,0.7,0,0.0,0.3175,0.0,3000
20,Neither,false,false,23,false,0,0,0,0.5,0.65,0,0.0,0.29166666666666663,0.0,3000
20,Neither,false,false,36,false,0,0,0,0.7,0.75,0,0.0,0.27499999999999997,0.0,3000
20,Neither,false,false,17,false,0,42,0,0.6,0.5,0,0.0,0.23333333333333334,0.0,3000
20,Neither,false,false,48,false,0,0,0,0.4,0.6,0,0.0,0.20166666666666666,0.0,3000
20,Neither,false,false,30,false,0,0,0,0.8,0.5,0,0.0,0.20833333333333331,0.0,3000
20,Neither,false,false,9,false,0,0,0,0.5,0.55,0,0.0,0.21999999999999997,0.0,3000
20,Neither,false,false,34,false,0,0,0,0.6,0.5,0,0.0,0.27083333333333337,0.0,3000
20,Neither,false,false,6,false,0,0,0,0.6,0.5,0,0.0,0.20416666666666666,0.0,3000
20,Neither,false,false,15,false,0,0,0,0.2,0.6,0,0.0,0.25083333333333335,0.0,3000
20,Neither,false,false,21,false,0,0,0,0.4,0.6,0,0.0,0.2541666666666667,0.0,3000
20,Neither,false,false,27,false,0,0,0,0.6,0.7,0,0.0,0.2783333333333333,0.0,3000
20,Neither,false,false,3,false,0,0,0,0.2,0.5,0,0.0,0.14999999999999997,0.0,3000
20,Neither,false,false,12,false,0,0,0,0.6,0.5,0,0.0,0.2708333333333333,0.0,3000
20,Neither,false,false,24,false,0,808,0,0.7,0.65,0,0.0,0.2816666666666667,0.0,3000
20,Neither,false,false,18,false,0,2517,0,0.8,0.6,0,0.0,0.2641666666666666,0.0,3000
20,Exp_only,true,false,1,true,24,13,0,1.0,1.0,0,0.0,0.0,0.0,224
20,Exp_only,true,false,7,true,41,41,0,1.0,1.0,0,0.0,0.0,0.0,241
20,Exp_only,true,false,16,true,56,13,0,1.0,1.0,0,0.0,0.0,0.0,256
20,Exp_only,true,false,45,true,23,23,0,1.0,1.0,0,0.0,0.0,0.0,223
20,Exp_only,true,false,41,true,15,15,0,1.0,1.0,0,0.0,0.0,0.0,215
20,Exp_only,true,false,35,true,31,31,0,1.0,1.0,0,0.0,0.0,0.0,231
20,Exp_only,true,false,33,true,150,43,0,1.0,1.0,0,0.0,0.0,0.0,350
20,Exp_only,true,false,10,true,114,78,0,1.0,1.0,0,0.0,0.0,0.0,314
20,Exp_only,true,false,25,true,140,131,0,1.0,1.0,0,0.0,0.0,0.0,340
20,Exp_only,true,false,31,true,39,33,0,1.0,1.0,0,0.0,0.0,0.0,239
20,Exp_only,true,false,19,true,46,9,0,1.0,1.0,0,0.0,0.0,0.0,246
20,Exp_only,true,false,28,true,48,24,0,1.0,1.0,0,0.0,0.0,0.0,248
20,Exp_only,true,false,4,true,66,40,0,1.0,1.0,0,0.0,0.0,0.0,266
20,Exp_only,true,false,22,true,91,88,0,1.0,1.0,0,0.0,0.0,0.0,291
20,Exp_only,true,false,2,true,96,58,0,1.0,1.0,0,0.0,0.0,0.0,296
20,Exp_only,true,false,43,true,17,17,0,1.0,1.0,0,0.0,0.0,0.0,217
20,Exp_only,true,false,39,true,62,62,0,1.0,1.0,0,0.0,0.0,0.0,262
20,Exp_only,true,false,37,true,124,105,0,1.0,1.0,0,0.0,0.0,0.0,324
20,Exp_only,true,false,8,true,92,92,0,1.0,1.0,0,0.0,0.0,0.0,292
20,Exp_only,true,false,36,true,26,26,0,1.0,1.0,0,0.0,0.0,0.0,226
20,Exp_only,true,false,42,true,26,23,0,1.0,1.0,0,0.0,0.0,0.0,226
20,Exp_only,true,false,13,true,192,107,0,1.0,1.0,0,0.0,0.0,0.0,392
20,Exp_only,true,false,17,true,47,26,0,1.0,1.0,0,0.0,0.0,0.0,247
20,Exp_only,true,false,11,true,114,58,0,1.0,1.0,0,0.0,0.0,0.0,314
20,Exp_only,true,false,3,true,14,11,0,1.0,1.0,0,0.0,0.0,0.0,214
20,Exp_only,true,false,49,true,127,122,0,1.0,1.0,0,0.0,0.0,0.0,327
20,Exp_only,true,false,5,true,63,56,0,1.0,1.0,0,0.0,0.0,0.0,263
20,Exp_only,true,false,47,true,114,15,0,1.0,1.0,0,0.0,0.0,0.0,314
20,Exp_only,true,false,40,true,36,36,0,1.0,1.0,0,0.0,0.0,0.0,236
20,Exp_only,true,false,46,true,220,118,0,1.0,1.0,0,0.0,0.0,0.0,420
20,Exp_only,true,false,34,true,114,39,0,1.0,1.0,0,0.0,0.0,0.0,314
20,Exp_only,true,false,26,true,135,124,0,1.0,1.0,0,0.0,0.0,0.0,335
20,Exp_only,true,false,44,true,74,51,0,1.0,1.0,0,0.0,0.0,0.0,274
20,Exp_only,true,false,9,true,103,80,0,1.0,1.0,0,0.0,0.0,0.0,303
20,Exp_only,true,false,23,true,98,33,0,1.0,1.0,0,0.0,0.0,0.0,298
20,Exp_only,true,false,18,true,62,17,0,1.0,1.0,0,0.0,0.0,0.0,262
20,Exp_only,true,false,14,true,201,189,0,1.0,1.0,0,0.0,0.0,0.0,401
20,Exp_only,true,false,20,true,197,21,0,1.0,1.0,0,0.0,0.0,0.0,397
20,Exp_only,true,false,32,true,50,43,0,1.0,1.0,0,0.0,0.0,0.0,250
20,Exp_only,true,false,38,true,205,23,0,1.0,1.0,0,0.0,0.0,0.0,405
20,Exp_only,true,false,12,true,68,25,0,1.0,1.0,0,0.0,0.0,0.0,268
20,Exp_only,true,false,48,true,70,46,0,1.0,1.0,0,0.0,0.0,0.0,270
20,Exp_only,true,false,6,true,134,66,0,1.0,1.0,0,0.0,0.0,0.0,334
20,Exp_only,true,false,29,true,41,39,0,1.0,1.0,0,0.0,0.0,0.0,241
20,Exp_only,true,false,27,true,47,25,0,1.0,1.0,0,0.0,0.0,0.0,247
20,Exp_only,true,false,24,true,62,34,0,1.0,1.0,0,0.0,0.0,0.0,262
20,Exp_only,true,false,50,true,81,69,0,1.0,1.0,0,0.0,0.0,0.0,281
20,Exp_only,true,false,15,true,155,96,0,1.0,1.0,0,0.0,0.0,0.0,355
20,Exp_only,true,false,21,true,148,122,0,1.0,1.0,0,0.0,0.0,0.0,348
20,Exp_only,true,false,30,true,51,49,0,1.0,1.0,0,0.0,0.0,0.0,251
20,Norm_only,false,true,4,false,0,816,15,0.7,0.85,17,0.7427629206253594,0.2491666666666666,0.0,3000
20,Norm_only,false,true,22,false,0,576,19,0.3,0.55,14,0.5340825062137419,0.20750000000000002,0.0,3000
20,Norm_only,false,true,47,false,0,0,13,0.5,0.55,16,0.43344164751218034,0.21749999999999997,0.0,3000
20,Norm_only,false,true,41,false,0,41,14,0.3,0.55,15,0.5093575747780206,0.265,0.0,3000
20,Norm_only,false,true,31,false,0,0,18,0.6,0.6,8,0.5395132924658556,0.2824999999999999,0.0,3000
20,Norm_only,false,true,7,false,0,674,17,0.4,0.6,15,0.6680435150824234,0.31333333333333335,0.0,3000
20,Norm_only,false,true,43,false,0,876,15,0.5,0.55,10,0.6358759108169465,0.34666666666666657,0.0,3000
20,Norm_only,false,true,49,false,0,1579,20,0.5,0.75,18,0.6915882742455366,0.2041666666666667,0.0,3000
20,Norm_only,false,true,33,false,0,1964,12,0.7,0.65,13,0.556672940350585,0.2924999999999999,0.0,3000
20,Norm_only,false,true,35,false,0,124,26,0.4,0.5,14,0.6087028277766896,0.19999999999999998,0.0,3000
20,Norm_only,false,true,19,false,0,1779,22,0.6,0.6,18,0.5899665513052421,0.275,0.0,3000
20,Norm_only,false,true,10,false,0,543,13,0.4,0.7,13,0.4475958132952772,0.3191666666666667,0.0,3000
20,Norm_only,false,true,37,false,0,43,17,0.4,0.6,10,0.6385872090256688,0.30500000000000005,0.0,3000
20,Norm_only,false,true,1,false,0,41,15,0.7,0.75,19,0.46786698897903467,0.2166666666666667,0.0,3000
20,Norm_only,false,true,45,false,0,86,18,0.7,0.65,15,0.6232409202770876,0.2375,0.0,3000
20,Norm_only,false,true,28,false,0,1497,16,0.5,0.75,16,0.5985495051599411,0.225,0.0,3000
20,Norm_only,false,true,25,false,0,30,16,0.6,0.8,20,0.547420152530609,0.2241666666666667,0.0,3000
20,Norm_only,false,true,13,false,0,275,18,0.8,0.8,19,0.621237686767933,0.23000000000000012,0.0,3000
20,Norm_only,false,true,16,false,0,375,18,0.4,0.6,18,0.33960770731352596,0.2975,0.0,3000
20,Norm_only,false,true,39,false,0,48,16,0.4,0.6,18,0.58880651776156,0.24666666666666667,0.0,3000
20,Norm_only,false,true,23,false,0,384,19,0.4,0.6,17,0.417795336357763,0.3733333333333332,0.0,3000
20,Norm_only,false,true,44,false,0,33,15,0.7,0.65,12,0.6691182356426103,0.2808333333333333,0.0,3000
20,Norm_only,false,true,34,false,0,405,12,0.6,0.8,19,0.7292164515205287,0.22166666666666673,0.0,3000
20,Norm_only,false,true,5,false,0,41,14,0.6,0.5,13,0.6777028525256644,0.23333333333333334,0.0,3000
20,Norm_only,false,true,42,false,0,724,10,0.5,0.65,17,0.519401442328437,0.24499999999999994,0.0,3000
20,Norm_only,false,true,8,false,0,683,24,0.5,0.55,9,0.4959725977035911,0.24499999999999997,0.0,3000
20,Norm_only,false,true,32,false,0,48,20,0.7,0.55,15,0.5503646576818452,0.26416666666666666,0.0,3000
20,Norm_only,false,true,14,false,0,40,14,0.4,0.5,12,0.4530131940677095,0.24583333333333335,0.0,3000
20,Norm_only,false,true,48,false,0,1178,13,0.4,0.6,15,0.4501970381420025,0.22749999999999995,0.0,3000
20,Norm_only,false,true,20,false,0,764,17,0.6,0.5,16,0.5975367048467556,0.30833333333333335,0.0,3000
20,Norm_only,false,true,11,false,0,2165,12,0.4,0.5,13,0.5118145224643993,0.21666666666666662,0.0,3000
20,Norm_only,false,true,26,false,0,45,21,0.4,0.5,18,0.5990520609119301,0.36250000000000004,0.0,3000
20,Norm_only,false,true,2,false,0,2347,16,0.5,0.65,14,0.5705348201445153,0.29666666666666663,0.0,3000
20,Norm_only,false,true,17,false,0,1437,18,0.3,0.55,12,0.412227206077276,0.34,0.0,3000
20,Norm_only,false,true,38,false,0,31,20,0.5,0.55,15,0.6705824555325219,0.2799999999999999,0.0,3000
20,Norm_only,false,true,46,false,0,900,15,0.9,0.95,19,0.6405455768285598,0.1741666666666666,0.0,3000
20,Norm_only,false,true,36,false,0,176,16,0.4,0.7,19,0.6999089958993108,0.17166666666666663,0.0,3000
20,Norm_only,false,true,40,false,0,30,13,0.7,0.65,18,0.5425767589582146,0.21249999999999997,0.0,3000
20,Norm_only,false,true,50,false,0,481,20,0.5,0.55,15,0.5502170073364006,0.23166666666666663,0.0,3000
20,Norm_only,false,true,29,false,0,1961,23,0.4,0.6,16,0.4700426593074645,0.3566666666666667,0.0,3000
20,Norm_only,false,true,24,false,0,508,20,0.6,0.7,18,0.63850439270013,0.18916666666666662,0.0,3000
20,Norm_only,false,true,21,false,0,2784,16,0.5,0.75,15,0.4060711994695725,0.30833333333333335,0.0,3000
20,Norm_only,false,true,6,false,0,1017,16,0.5,0.65,16,0.5766469418961057,0.24166666666666664,0.0,3000
20,Norm_only,false,true,15,false,0,1069,17,0.6,0.7,19,0.5187153051117137,0.23333333333333334,0.0,3000
20,Norm_only,false,true,3,false,0,1701,17,0.4,0.6,17,0.4486689935881104,0.21750000000000003,0.0,3000
20,Norm_only,false,true,18,false,0,1326,16,0.8,0.7,12,0.5483640941317351,0.26999999999999996,0.0,3000
20,Norm_only,false,true,12,false,0,2412,19,0.7,0.85,17,0.694515048855919,0.20499999999999993,0.0,3000
20,Norm_only,false,true,30,false,0,1442,22,0.4,0.6,9,0.6160498657077764,0.25249999999999995,0.0,3000
20,Norm_only,false,true,27,false,0,1265,16,0.5,0.55,17,0.6562658298338745,0.33333333333333326,0.0,3000
20,Norm_only,false,true,9,false,0,468,18,0.2,0.6,14,0.5418786346821796,0.2575,0.0,3000
20,Both,true,true,28,true,32,32,16,1.0,1.0,20,0.9279453393084758,0.0,0.0,232
20,Both,true,true,16,true,29,29,18,1.0,1.0,20,0.9284988639555396,0.0,0.0,229
20,Both,true,true,13,true,14,14,11,1.0,1.0,20,0.9273910800055599,0.0,0.0,214
20,Both,true,true,35,true,14,14,12,1.0,1.0,20,0.9268601376335406,0.0,0.0,214
20,Both,true,true,1,true,15,15,13,1.0,1.0,20,0.9271073202914234,0.0,0.0,215
20,Both,true,true,45,true,31,19,16,1.0,1.0,20,0.9306487345102251,0.0,0.0,231
20,Both,true,true,4,true,26,26,23,1.0,1.0,20,0.9274923742835586,0.0,0.0,226
20,Both,true,true,33,true,17,12,11,1.0,1.0,20,0.9281823954940357,0.0,0.0,217
20,Both,true,true,31,true,13,13,11,1.0,1.0,20,0.9272463060100252,0.0,0.0,213
20,Both,true,true,37,true,49,35,17,1.0,1.0,20,0.9126604571511517,0.0,0.0,249
20,Both,true,true,25,true,31,31,24,1.0,1.0,20,0.9168130708194588,0.0,0.0,231
20,Both,true,true,39,true,21,19,11,1.0,1.0,20,0.9287063713121828,0.0,0.0,221
20,Both,true,true,22,true,25,25,19,1.0,1.0,20,0.9270299051993547,0.0,0.0,225
20,Both,true,true,29,true,18,15,11,1.0,1.0,20,0.9289201842628108,0.0,0.0,218
20,Both,true,true,10,true,20,20,16,1.0,1.0,20,0.9278190972599921,0.0,0.0,220
20,Both,true,true,19,true,16,16,13,1.0,1.0,20,0.9277117096360918,0.0,0.0,216
20,Both,true,true,17,true,13,10,12,1.0,1.0,20,0.9269330041059373,0.0,0.0,213
20,Both,true,true,47,true,14,14,12,1.0,1.0,20,0.9273735596160482,0.0,0.0,214
20,Both,true,true,2,true,23,23,18,1.0,1.0,20,0.9283328651168856,0.0,0.0,223
20,Both,true,true,49,true,27,18,15,1.0,1.0,20,0.929346054802676,0.0,0.0,227
20,Both,true,true,41,true,22,22,13,1.0,1.0,20,0.9291028832618681,0.0,0.0,222
20,Both,true,true,46,true,24,19,17,1.0,1.0,20,0.9277044355244989,0.0,0.0,224
20,Both,true,true,5,true,38,25,20,1.0,1.0,20,0.9288281089893227,0.0,0.0,238
20,Both,true,true,14,true,25,22,15,1.0,1.0,20,0.928772156522512,0.0,0.0,225
20,Both,true,true,34,true,19,16,13,1.0,1.0,20,0.9261967621945211,0.0,0.0,219
20,Both,true,true,32,true,20,17,15,1.0,1.0,20,0.9271984242820961,0.0,0.0,220
20,Both,true,true,36,true,16,16,12,1.0,1.0,20,0.9276063446130973,0.0,0.0,216
20,Both,true,true,38,true,14,14,12,1.0,1.0,20,0.9270580299206598,0.0,0.0,214
20,Both,true,true,26,true,36,34,18,1.0,1.0,20,0.9175503359337777,0.0,0.0,236
20,Both,true,true,40,true,19,19,14,1.0,1.0,20,0.9278723255296087,0.0,0.0,219
20,Both,true,true,23,true,22,22,17,1.0,1.0,20,0.9268519640886718,0.0,0.0,222
20,Both,true,true,11,true,13,11,10,1.0,1.0,20,0.9273881703308234,0.0,0.0,213
20,Both,true,true,20,true,16,16,13,1.0,1.0,20,0.9274719898210823,0.0,0.0,216
20,Both,true,true,43,true,15,15,11,1.0,1.0,20,0.9277499462608626,0.0,0.0,215
20,Both,true,true,30,true,44,39,16,1.0,1.0,18,0.9195230558990056,0.0,0.0,244
20,Both,true,true,3,true,18,16,13,1.0,1.0,20,0.9283971053740894,0.0,0.0,218
20,Both,true,true,48,true,38,25,15,1.0,1.0,20,0.9303826477504347,0.0,0.0,238
20,Both,true,true,7,true,15,13,12,1.0,1.0,20,0.9276791057656195,0.0,0.0,215
20,Both,true,true,42,true,23,20,11,1.0,1.0,20,0.9288597683060621,0.0,0.0,223
20,Both,true,true,18,true,64,54,17,1.0,1.0,20,0.8860471268867378,0.0,0.0,264
20,Both,true,true,50,true,40,31,15,1.0,1.0,19,0.930579497046981,0.0,0.0,240
20,Both,true,true,6,true,19,16,12,1.0,1.0,20,0.9278900857996977,0.0,0.0,219
20,Both,true,true,15,true,27,27,19,1.0,1.0,20,0.9278035839205904,0.0,0.0,227
20,Both,true,true,24,true,19,19,18,1.0,1.0,20,0.926963743910069,0.0,0.0,219
20,Both,true,true,44,true,36,33,16,1.0,1.0,20,0.9296188403183402,0.0,0.0,236
20,Both,true,true,27,true,22,16,16,1.0,1.0,20,0.9227956055068187,0.0,0.0,222
20,Both,true,true,21,true,42,39,21,1.0,1.0,20,0.9192641159478313,0.0,0.0,242
20,Both,true,true,8,true,29,26,16,1.0,1.0,20,0.9280850662811831,0.0,0.0,229
20,Both,true,true,12,true,33,33,18,1.0,1.0,19,0.9292425140086392,0.0,0.0,233
20,Both,true,true,9,true,14,12,10,1.0,1.0,20,0.9277855564205554,0.0,0.0,214
100,Neither,false,false,28,false,0,0,0,0.56,0.52,0,0.0,0.25726666666666675,0.0,3000
100,Neither,false,false,43,false,0,0,0,0.64,0.52,0,0.0,0.23470000000000002,0.0,3000
100,Neither,false,false,19,false,0,0,0,0.38,0.55,0,0.0,0.2708333333333335,0.0,3000
100,Neither,false,false,37,false,0,0,0,0.52,0.52,0,0.0,0.23396666666666677,0.0,3000
100,Neither,false,false,7,false,0,0,0,0.68,0.58,0,0.0,0.2883666666666663,0.0,3000
100,Neither,false,false,35,false,0,0,0,0.62,0.55,0,0.0,0.2401666666666667,0.0,3000
100,Neither,false,false,4,false,0,0,0,0.5,0.51,0,0.0,0.23359999999999995,0.0,3000
100,Neither,false,false,10,false,0,0,0,0.54,0.53,0,0.0,0.2758666666666668,0.0,3000
