theta_crystal,Phi,trial,converged,convergence_tick,total_ticks,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,total_dissolutions,total_enforcements,recryst_flip,recryst_same,peak_norm_split,time_in_churn
3.0,1.5,7,true,110,110,1.0,0.9991618849011128,99,0.8152004835296255,0.99,47,47,61,61,35,943,34,0,1.0,6
3.0,5.0,25,true,99,99,1.0,0.9997461979075563,98,0.8653194654155127,0.98,25,25,50,50,10,322,9,0,1.0,0
3.0,0.7,28,true,82,82,0.0,0.9982930711097775,97,0.854177912306153,0.97,28,28,27,28,6,269,3,0,1.0,0
3.0,0.5,9,true,83,83,1.0,0.9977114773656309,99,0.8513552776422906,0.99,29,34,31,34,10,384,9,0,1.0,0
3.0,0.2,17,true,79,79,0.0,0.9975241697785373,97,0.8496350585296845,0.97,30,30,30,30,8,327,5,0,1.0,0
3.0,0.0,29,true,78,78,0.0,0.9977875309594243,98,0.8485326898074034,0.98,26,27,29,29,7,0,5,0,1.0,1
3.0,3.0,3,true,120,120,1.0,0.9999207555605303,95,0.8607900960834078,0.95,36,38,71,71,29,723,25,0,1.0,2
3.0,1.5,8,true,112,112,0.0,0.9996576231828861,96,0.8597679096100054,0.96,42,42,63,63,28,762,24,0,1.0,5
3.0,5.0,26,true,109,109,0.0,0.9981661602132545,100,0.6561316287390891,1.0,54,54,57,57,45,1089,45,0,1.0,6
5.0,2.0,29,false,0,3000,1.0,0.9999999999999999,86,0.9999999233705105,0.86,55,55,0,0,17,666,5,0,1.0,4
3.0,0.2,18,true,105,105,0.0,0.9996263144403268,100,0.861971088021334,1.0,36,37,56,56,15,536,15,0,1.0,0
3.0,0.0,30,true,95,95,0.0,0.9992832681724352,96,0.8590608835913452,0.96,30,30,46,46,12,0,8,0,1.0,2
3.0,0.5,10,true,100,100,0.0,0.9995340230416657,99,0.8614596158607978,0.99,35,35,51,51,12,442,11,0,1.0,0
5.0,0.7,22,false,0,3000,1.0,0.9999999999999999,87,0.9999999245166937,0.87,60,60,0,0,15,668,3,0,1.0,5
3.0,1.5,9,true,73,73,0.0,0.9971164438062732,100,0.8475688278685521,1.0,24,24,20,24,5,225,5,0,1.0,0
3.0,0.7,29,true,122,122,0.0,0.9976846033274246,100,0.7171850441565347,1.0,71,72,73,73,55,1295,44,11,1.0,14
3.0,3.0,4,true,102,102,0.0,0.9996292573966337,98,0.8604444595604916,0.98,35,35,53,53,17,491,15,0,1.0,1
7.0,3.0,12,false,0,3000,0.0,0.9999999999999999,79,0.9999998760001226,0.79,75,78,0,0,37,1045,16,0,1.0,7
7.0,1.5,23,false,0,3000,1.0,0.9999999999999999,88,0.9999999255912795,0.88,51,55,0,0,3,196,0,0,1.0,1
5.0,2.0,30,true,84,84,1.0,0.9987907942011646,97,0.8527244390940086,0.97,21,22,35,35,2,93,0,0,1.0,0
3.0,5.0,27,true,104,104,1.0,0.9995437633122175,98,0.8621685304127694,0.98,39,39,55,55,30,734,28,0,1.0,8
3.0,1.5,10,true,73,73,1.0,0.9965309923482394,100,0.8484064212731817,1.0,22,24,20,24,5,209,5,0,1.0,0
3.0,0.5,11,true,77,77,0.0,0.9974444325056663,97,0.8495364970377293,0.97,28,28,28,28,7,260,4,0,1.0,0
3.0,0.2,19,true,106,106,1.0,0.9997043371760018,97,0.8641164862108726,0.97,34,34,57,57,14,474,11,0,1.0,0
5.0,1.5,11,false,0,3000,0.0,0.9999999999999999,88,0.9999999284254005,0.88,51,51,0,0,14,598,2,0,1.0,1
5.0,0.7,23,true,89,89,0.0,0.9983845528596208,96,0.850997794129749,0.96,31,32,40,40,1,118,0,0,1.0,0
7.0,3.0,13,true,85,85,0.0,0.9987085276948187,97,0.8492750448791355,0.97,30,30,36,36,0,50,0,0,1.0,0
3.0,0.1,1,true,117,117,0.0,0.9994386863061652,97,0.8276348485683224,0.97,53,53,68,68,29,953,26,0,1.0,7
3.0,0.7,30,true,117,117,0.0,0.9999001338333144,98,0.869819881001823,0.98,36,37,68,68,16,526,14,0,1.0,0
3.0,3.0,5,true,109,109,0.0,0.9995015145388985,96,0.7904292773231151,0.96,46,46,60,60,39,949,35,0,1.0,5
3.0,5.0,28,true,70,70,0.0,0.9973623253150563,99,0.8476835296358838,0.99,21,21,18,21,3,137,2,0,1.0,0
3.0,1.5,11,true,78,78,1.0,0.9976362167240934,99,0.8496254317142496,0.99,28,28,29,29,8,283,7,0,1.0,1
3.0,0.5,12,true,72,72,0.0,0.9969923219107788,100,0.8475801543890613,1.0,21,21,21,21,4,174,4,0,1.0,0
7.0,1.0,5,false,0,3000,1.0,0.9999999999999999,83,0.9999999180355796,0.83,77,77,0,0,14,707,0,0,1.0,5
7.0,3.0,14,true,85,85,0.0,0.9986693148350124,98,0.8487412359359322,0.98,29,29,36,36,0,42,0,0,1.0,0
5.0,5.0,19,false,0,3000,0.0,0.9999999999999999,87,0.9999999082910686,0.87,52,52,0,0,37,938,24,0,1.0,6
5.0,0.7,24,true,89,89,1.0,0.9985036051113724,96,0.8521085763223093,0.96,31,31,40,40,3,158,0,0,1.0,1
3.0,0.2,20,true,122,122,1.0,0.9992702403567648,97,0.796011341998438,0.97,55,55,73,73,32,1054,29,0,1.0,13
3.0,0.1,2,true,103,103,1.0,0.9996445106929245,100,0.8623758185561377,1.0,35,35,54,54,13,443,13,0,1.0,1
3.0,3.0,6,true,115,115,0.0,0.9977688247300388,100,0.6966864469430685,1.0,66,66,63,66,56,1153,45,11,1.0,14
3.0,1.0,1,true,117,117,1.0,0.9994367488343086,99,0.8292233299881545,0.99,52,52,68,68,34,1008,33,0,1.0,8
3.0,5.0,29,true,108,108,0.0,0.9976481174277965,99,0.6750178379425713,0.99,57,57,58,59,49,1093,47,1,1.0,8
5.0,5.0,20,true,76,76,1.0,0.9981972388595213,98,0.8480817320889534,0.98,23,23,27,27,0,51,0,0,1.0,0
5.0,0.7,25,true,78,78,1.0,0.9986684418117597,100,0.8495933334473268,1.0,21,23,29,29,0,51,0,0,1.0,0
3.0,1.5,12,true,118,118,1.0,0.9978350474879669,99,0.6934595578800005,0.99,63,63,67,67,56,1246,50,5,1.0,11
7.0,1.0,6,true,103,103,0.0,0.999467874935949,92,0.856626747717002,0.92,39,40,54,54,0,76,0,0,1.0,0
3.0,0.5,13,true,108,108,1.0,0.9996516963126351,96,0.8638291925731868,0.96,38,39,59,59,17,607,13,0,1.0,0
5.0,0.0,25,false,0,3000,0.0,0.9999999999999999,89,0.9999999049107196,0.89,58,58,0,0,17,0,7,1,1.0,11
3.0,1.0,2,true,76,76,0.0,0.9963530256381972,100,0.847591515603561,1.0,27,27,25,27,8,287,8,0,1.0,1
5.0,0.5,5,false,0,3000,1.0,0.9999999999999999,89,0.9999999289418052,0.89,47,46,0,0,8,348,0,0,1.0,3
3.0,0.2,21,true,112,112,0.0,0.9997139012129859,100,0.8637703314815615,1.0,41,42,63,63,18,654,18,0,1.0,2
5.0,5.0,21,true,88,88,1.0,0.998589804781518,96,0.8523080718551191,0.96,28,29,39,39,3,143,1,0,1.0,1
3.0,5.0,30,true,105,105,0.0,0.9998127001900253,98,0.8672574929192136,0.98,28,28,56,56,17,440,15,0,1.0,3
3.0,0.1,3,true,110,110,0.0,0.9996756305007498,95,0.8650530055871614,0.95,39,39,61,61,19,662,14,0,1.0,0
3.0,0.5,14,true,69,69,1.0,0.9980107511915913,100,0.8479522519945969,1.0,16,17,20,20,0,71,0,0,1.0,0
3.0,3.0,7,true,107,107,0.0,0.9994023003858458,96,0.8152683958620871,0.96,43,43,58,58,38,944,34,0,1.0,4
7.0,0.2,26,false,0,3000,0.0,0.9999999999999999,85,0.9999999252371917,0.85,53,53,0,0,2,172,0,0,1.0,0
5.0,0.7,26,true,97,97,1.0,0.9990868127458182,92,0.8561689929630781,0.92,35,35,48,48,3,188,0,0,1.0,0
5.0,0.0,26,true,87,87,0.0,0.9985081250440686,97,0.8504201657446839,0.97,31,33,38,38,1,0,0,0,1.0,1
3.0,1.5,13,true,121,121,0.0,0.9999196375191001,95,0.872879224496424,0.95,36,36,72,72,24,657,20,0,1.0,3
7.0,1.0,7,true,132,132,1.0,0.9998560520859193,90,0.8682355512225499,0.9,53,54,83,83,4,266,0,0,1.0,1
3.0,1.0,3,true,100,100,0.0,0.9993545147387088,100,0.8594678565525965,1.0,35,35,51,51,13,462,13,0,1.0,1
5.0,0.5,6,true,93,93,0.0,0.9983558107916991,95,0.8523363022712828,0.95,39,39,44,44,5,242,0,0,1.0,3
3.0,0.5,15,true,72,72,0.0,0.9974996287978903,100,0.8476111506916439,1.0,19,19,23,23,4,160,4,0,1.0,0
3.0,0.1,4,true,79,79,0.0,0.9975224190956915,98,0.8492067421381226,0.98,30,30,30,30,9,314,7,0,1.0,0
3.0,3.0,8,true,109,109,1.0,0.99980768028651,98,0.8660597024051148,0.98,34,34,60,60,25,651,23,0,1.0,1
5.0,0.0,1,true,121,121,1.0,0.9994137482813865,92,0.8163727378450446,0.92,59,59,72,72,15,0,8,0,1.0,12
3.0,1.5,14,true,77,77,0.0,0.997481751676739,97,0.8492390073496753,0.97,26,28,27,28,10,312,7,0,1.0,0
5.0,0.0,27,true,86,86,0.0,0.9990325414350864,94,0.8523626217398627,0.94,26,26,37,37,0,0,0,0,1.0,0
3.0,0.2,22,true,120,120,0.0,0.9985666295689083,96,0.7660451509120162,0.96,65,65,71,71,33,1166,29,0,1.0,12
3.0,0.1,5,true,74,74,0.0,0.9974931600226562,98,0.8492340061256285,0.98,23,23,23,23,2,173,0,0,1.0,0
3.0,0.5,16,true,77,77,0.0,0.9976947814055122,100,0.8495215708447185,1.0,28,28,25,28,5,224,5,0,1.0,0
5.0,0.7,27,true,98,98,1.0,0.9993808753365776,94,0.8577066199879984,0.94,32,32,49,49,2,143,0,0,1.0,0
5.0,0.5,7,true,102,102,1.0,0.9988152991019774,94,0.8560282241966816,0.94,44,44,53,53,6,331,1,0,1.0,3
3.0,1.0,4,true,119,119,0.0,0.9998626541179572,95,0.8697922359678509,0.95,40,43,70,70,23,697,18,0,1.0,4
7.0,1.0,8,true,93,93,0.0,0.9988532754012321,93,0.8515163311996932,0.93,36,36,44,44,0,73,0,0,1.0,0
3.0,0.2,23,true,72,72,1.0,0.9977019062793167,100,0.8477131989477562,1.0,22,22,23,23,1,111,1,0,1.0,0
3.0,1.5,15,true,83,83,0.0,0.998178859285602,99,0.8531106597992286,0.99,32,32,34,34,8,326,7,0,1.0,0
5.0,0.0,28,true,86,86,0.0,0.9986651730378856,97,0.8523573503330143,0.97,28,30,37,37,0,0,0,0,1.0,0
3.0,3.0,9,true,104,104,0.0,0.9997871664903084,96,0.8670779969213003,0.96,30,31,55,55,17,468,13,0,1.0,1
5.0,0.0,2,true,114,114,0.0,0.9997190999938634,93,0.8481829433078771,0.93,42,42,65,65,6,0,1,0,1.0,4
7.0,0.1,10,false,0,3000,0.0,0.9999999999999999,89,0.9999999250205762,0.89,49,49,0,0,1,125,0,0,1.0,0
3.0,0.5,17,true,80,80,0.0,0.997428807280806,98,0.8493656416600716,0.98,29,29,28,29,5,254,3,0,1.0,0
5.0,0.7,28,true,80,80,0.0,0.9985683549701069,99,0.8497943551511988,0.99,26,26,31,31,0,53,0,0,1.0,0
5.0,0.5,8,true,88,88,1.0,0.9986429229303831,97,0.8500852289891765,0.97,32,32,39,39,1,110,0,0,1.0,1
3.0,0.2,24,true,77,77,0.0,0.9956976545105337,100,0.8483244711596997,1.0,26,26,28,28,5,222,5,0,1.0,0
3.0,0.1,6,true,107,107,1.0,0.9996916248135057,97,0.8646688002119642,0.97,34,37,58,58,17,554,14,0,1.0,1
5.0,0.0,29,true,103,103,0.0,0.9998223411653298,93,0.8631447361447528,0.93,27,27,54,54,0,0,0,0,1.0,0
3.0,1.0,5,true,106,106,0.0,0.9993135918199694,97,0.8308552842654191,0.97,42,43,57,57,30,883,27,0,1.0,4
3.0,1.5,16,true,114,114,0.0,0.99944641816452,94,0.7790606425110304,0.94,48,48,65,65,35,1034,29,0,1.0,5
7.0,0.1,11,true,99,99,0.0,0.9987199293724618,95,0.8522421748370036,0.95,42,42,50,50,1,148,0,0,1.0,0
5.0,0.5,9,true,83,83,1.0,0.9982312899119065,99,0.8492276973537473,0.99,29,29,34,34,1,101,0,0,1.0,0
3.0,0.5,18,true,74,74,0.0,0.997583511205695,100,0.848417733869085,1.0,23,25,23,25,3,172,3,0,1.0,0
3.0,1.5,17,true,85,85,0.0,0.9986028753785925,98,0.8532858441229806,0.98,30,29,36,36,10,314,8,0,1.0,1
3.0,3.0,10,true,125,125,0.0,0.9999563543378822,94,0.8721842742997946,0.94,35,35,76,76,29,686,23,0,1.0,3
3.0,0.1,7,true,108,108,0.0,0.9997186405126353,95,0.864572616928014,0.95,38,38,59,59,19,593,14,0,1.0,3
5.0,0.7,29,true,102,102,0.0,0.9988106205361309,93,0.8584843346820599,0.93,42,41,53,53,7,336,1,0,1.0,4
5.0,0.2,14,false,0,3000,0.0,0.9999999999999999,86,0.9999999267723211,0.86,56,56,0,0,14,609,1,0,1.0,5
3.0,1.0,6,true,115,115,1.0,0.9997188836404058,95,0.8574286826036712,0.95,47,46,66,66,28,861,23,0,1.0,4
5.0,0.0,30,true,94,94,1.0,0.9993485393326681,93,0.8551776580411902,0.93,31,31,45,45,2,0,0,0,1.0,2
7.0,0.1,12,true,95,95,1.0,0.9995509325334627,93,0.8553929486531623,0.93,29,29,46,46,0,36,0,0,1.0,0
5.0,0.0,3,true,130,130,1.0,0.9998172517016389,91,0.8383720748027931,0.91,53,53,81,81,13,0,6,0,1.0,9
3.0,0.2,25,true,108,108,1.0,0.9996560080153415,95,0.8633480606336547,0.95,40,40,59,59,16,603,11,0,1.0,3
3.0,0.1,8,true,73,73,0.0,0.997493733807002,100,0.8490275754417094,1.0,22,22,21,22,2,179,2,0,1.0,0
3.0,1.5,18,true,78,78,0.0,0.9981646142204232,99,0.85004394456006,0.99,22,25,24,25,6,202,5,0,1.0,1
3.0,0.5,19,true,107,107,0.0,0.9996916005158148,96,0.8636566123554742,0.96,36,37,58,58,12,452,8,0,1.0,0
3.0,1.0,7,true,69,69,1.0,0.9963116712343393,100,0.84691243560215,1.0,18,18,20,20,2,131,2,0,1.0,0
5.0,0.1,1,true,81,81,0.0,0.9985336458987197,98,0.8492049513923714,0.98,27,27,32,32,0,55,0,0,1.0,0
5.0,0.2,15,true,79,79,0.0,0.9983325990211278,97,0.8495720589920712,0.97,27,27,30,30,0,72,0,0,1.0,0
5.0,0.7,30,true,97,97,1.0,0.9985453178082545,95,0.8536095728269696,0.95,42,42,48,48,4,212,0,0,1.0,0
3.0,3.0,11,true,124,124,1.0,0.9975159543780974,98,0.8005293857574213,0.98,72,75,73,75,92,1304,51,39,1.0,15
3.0,0.1,9,true,85,85,0.0,0.9983139938825858,100,0.8501534607847152,1.0,29,30,36,36,9,347,9,0,1.0,1
3.0,1.0,8,true,79,79,1.0,0.9976922658823726,97,0.8499192718814762,0.97,30,30,28,30,7,278,4,0,1.0,1
7.0,0.5,19,false,0,3000,1.0,0.9999999999999999,89,0.999999917277497,0.89,73,73,0,0,4,282,0,0,1.0,2
5.0,0.0,4,true,127,127,0.0,0.9999367508116777,92,0.8526618686981217,0.92,42,42,78,78,7,0,1,0,1.0,5
3.0,0.2,26,true,106,106,1.0,0.9995705883149932,99,0.8571482555469288,0.99,40,41,57,57,21,678,20,0,1.0,3
5.0,0.2,16,true,75,75,1.0,0.9977828386944532,98,0.8477029202108262,0.98,25,25,26,26,0,60,0,0,1.0,0
5.0,0.1,2,true,92,92,0.0,0.9990976634709086,97,0.8539724113673276,0.97,31,31,43,43,1,102,0,0,1.0,1
3.0,1.5,19,true,112,112,0.0,0.9996691207135825,97,0.8614929101270175,0.97,41,41,63,63,26,748,23,0,1.0,6
5.0,1.0,1,true,85,85,0.0,0.9981295065096822,99,0.8498661303242594,0.99,31,33,36,36,1,137,0,0,1.0,0
3.0,0.5,20,true,116,116,1.0,0.9996306956929465,97,0.8460073400449253,0.97,46,46,67,67,29,856,26,0,1.0,4
3.0,0.1,10,true,76,76,0.0,0.9977096656499534,100,0.8490691361328154,1.0,24,24,25,25,3,198,3,0,1.0,0
3.0,1.0,9,true,76,76,1.0,0.9971188688426047,98,0.8481027750481422,0.98,27,27,25,27,7,296,5,0,1.0,0
5.0,0.0,5,true,79,79,1.0,0.9985632544263359,99,0.8492191385196091,0.99,24,24,30,30,0,0,0,0,1.0,0
3.0,1.5,20,true,78,78,0.0,0.9979382721844378,100,0.8511695901238031,1.0,25,25,21,25,7,273,7,0,1.0,0
7.0,0.5,20,true,92,92,1.0,0.9988109210978611,92,0.8512733435239414,0.92,36,36,43,43,0,70,0,0,1.0,0
5.0,0.2,17,true,84,84,1.0,0.9982096866158566,97,0.8496149301159728,0.97,30,30,35,35,1,93,0,0,1.0,1
5.0,1.0,2,true,85,85,1.0,0.9980134264784634,98,0.8495779780818983,0.98,30,32,36,36,1,116,0,0,1.0,0
3.0,0.2,27,true,108,108,1.0,0.9995796644500594,97,0.8586713823420763,0.97,42,41,59,59,16,599,13,0,1.0,0
5.0,0.1,3,true,114,114,1.0,0.999715058493814,91,0.8632679638298371,0.91,42,46,65,65,6,261,0,0,1.0,0
3.0,0.1,11,true,71,71,0.0,0.9974615349199483,99,0.848059535349047,0.99,22,22,22,22,3,167,2,0,1.0,0
3.0,0.5,21,true,92,92,1.0,0.9992991103207336,98,0.8584971584326315,0.98,30,30,43,43,11,390,9,0,1.0,0
3.0,3.0,12,true,108,108,0.0,0.9975126021224935,100,0.6682809792114219,1.0,58,58,59,59,47,1106,45,2,1.0,8
3.0,1.0,10,true,113,113,0.0,0.9996955689351836,95,0.85226516062458,0.95,41,41,64,64,26,786,21,0,1.0,4
5.0,0.0,6,true,96,96,1.0,0.9992288441962843,95,0.8559013730163151,0.95,34,34,47,47,2,0,0,0,1.0,2
5.0,0.2,18,true,92,92,0.0,0.9988195950833291,95,0.8533397451502256,0.95,33,33,43,43,2,151,0,0,1.0,0
5.0,1.0,3,true,84,84,1.0,0.9992856965904359,93,0.8536772428986393,0.93,22,22,35,35,0,50,0,0,1.0,0
3.0,1.5,21,true,112,112,1.0,0.997546000371006,100,0.7030667946663007,1.0,62,62,63,63,48,1183,47,1,1.0,11
3.0,0.2,28,true,103,103,1.0,0.9996208781671291,99,0.8613178385988015,0.99,34,34,54,54,15,511,14,0,1.0,2
3.0,0.1,12,true,122,122,1.0,0.9996290478166943,98,0.8387971155010869,0.98,53,53,73,73,30,1000,28,0,1.0,11
3.0,0.5,22,true,73,73,0.0,0.9977768813571308,100,0.8490342925643957,1.0,20,20,21,21,2,133,2,0,1.0,0
3.0,3.0,13,true,81,81,0.0,0.9983411027863781,99,0.8520686005108455,0.99,28,28,32,32,10,311,9,0,1.0,0
5.0,1.0,4,true,87,87,0.0,0.9987011957219396,94,0.852706836210405,0.94,28,30,38,38,1,125,0,0,1.0,0
3.0,1.5,22,true,78,78,0.0,0.9972177437401261,97,0.8488080705801995,0.97,28,28,29,29,8,295,5,0,1.0,0
5.0,0.0,7,true,91,91,0.0,0.9987431955200851,94,0.8525043793825454,0.94,34,34,42,42,1,0,0,0,1.0,1
3.0,1.0,11,true,113,113,1.0,0.9990126748009547,98,0.817155357666302,0.98,48,48,64,64,36,1027,34,0,1.0,7
3.0,0.2,29,true,102,102,1.0,0.9996029007460615,99,0.8622083210797336,0.99,34,35,53,53,11,414,10,0,1.0,0
5.0,0.2,19,true,119,119,0.0,0.999616110255265,90,0.8655565246527874,0.9,53,51,70,70,10,468,0,0,1.0,1
3.0,3.0,14,true,72,72,0.0,0.9975249159596509,100,0.8487059186329432,1.0,20,20,19,20,2,128,2,0,1.0,0
3.0,0.5,23,true,79,79,0.0,0.997320789963223,98,0.8483710411617338,0.98,29,30,28,30,7,255,5,0,1.0,0
3.0,0.1,13,true,111,111,1.0,0.9996948297351028,97,0.8632597492765439,0.97,40,40,62,62,23,678,20,0,1.0,2
5.0,0.0,8,true,95,95,0.0,0.9988989390762814,98,0.853129221099167,0.98,39,39,46,46,1,0,0,0,1.0,1
3.0,1.0,12,true,106,106,1.0,0.9997512619061947,97,0.8654110008562431,0.97,33,35,57,57,12,433,9,0,1.0,0
3.0,1.5,23,true,119,119,1.0,0.9998739882695027,95,0.8644456086494877,0.95,39,39,70,70,31,786,26,0,1.0,5
3.0,0.2,30,true,85,85,1.0,0.9976633427807886,99,0.8500801858998862,0.99,34,35,36,36,10,403,9,0,1.0,0
5.0,0.2,20,true,92,92,1.0,0.9983390323763544,96,0.8507805157278395,0.96,37,38,43,43,1,150,0,0,1.0,0
3.0,0.1,14,true,74,74,1.0,0.9974941753456689,100,0.8483409638430952,1.0,22,22,23,23,3,156,3,0,1.0,0
3.0,3.0,15,true,104,104,1.0,0.9986103921330216,100,0.7792512738590961,1.0,51,51,55,55,38,971,38,0,1.0,11
3.0,0.5,24,true,100,100,0.0,0.9996925941185512,99,0.8633053993117377,0.99,32,32,51,51,11,389,10,0,1.0,0
3.0,1.5,24,true,103,103,1.0,0.9996328494388615,98,0.8636355549871021,0.98,33,33,54,54,16,504,14,0,1.0,2
3.0,0.1,15,true,68,68,0.0,0.9977105085620466,99,0.8472370139259321,0.99,14,17,19,19,1,73,1,0,1.0,0
3.0,0.3,1,true,108,108,1.0,0.9997093709930366,96,0.8642771476403088,0.96,37,37,59,59,18,588,14,0,1.0,1
3.0,1.0,13,true,111,111,0.0,0.9990674611626967,99,0.8176823644710618,0.99,49,49,62,62,30,924,29,0,1.0,8
3.0,3.0,16,true,106,106,1.0,0.9995090714821138,96,0.8499683104958624,0.96,38,38,57,57,35,838,31,0,1.0,2
3.0,0.1,16,true,85,85,1.0,0.9975052335318595,98,0.8496866125736316,0.98,36,36,36,36,10,440,8,0,1.0,0
3.0,0.3,2,true,77,77,1.0,0.9979028079150474,100,0.8496291176819415,1.0,25,25,24,25,3,202,3,0,1.0,0
3.0,0.5,25,true,109,109,0.0,0.999721882409402,95,0.8656335982463151,0.95,36,37,60,60,13,485,8,0,1.0,0
3.0,1.5,25,true,121,121,0.0,0.9971681013144839,100,0.7824539358967557,1.0,72,72,72,72,82,1277,50,32,1.0,18
3.0,1.0,14,true,118,118,1.0,0.9996022778025376,95,0.7940467332726492,0.95,49,51,69,69,38,1025,33,0,1.0,9
3.0,0.3,3,true,79,79,0.0,0.9970436371648996,97,0.8494805758604486,0.97,30,29,30,30,8,325,5,0,1.0,0
3.0,0.1,17,true,103,103,0.0,0.9995515391312018,98,0.8625602943282363,0.98,35,35,54,54,12,455,10,0,1.0,1
3.0,3.0,17,true,128,128,1.0,0.9980585334310245,98,0.821171347936856,0.98,76,76,79,79,99,1334,59,38,1.0,20
3.0,0.5,26,true,116,116,1.0,0.9993532735400608,99,0.8243905569488793,0.99,53,53,67,67,31,997,30,0,1.0,12
3.0,1.5,26,true,105,105,1.0,0.9996195478253298,99,0.8625639838566069,0.99,37,38,56,56,19,550,18,0,1.0,3
3.0,1.0,15,true,107,107,1.0,0.9996214561874184,97,0.8592391176459603,0.97,40,40,58,58,21,663,18,0,1.0,1
3.0,0.1,18,true,80,80,0.0,0.9978478815382144,100,0.8494024748343345,1.0,27,27,28,29,4,234,4,0,1.0,0
3.0,0.3,4,true,85,85,1.0,0.9972396093191371,97,0.8502583221505631,0.97,35,35,36,36,10,420,7,0,1.0,0
3.0,0.5,27,true,77,77,1.0,0.9976585385956155,99,0.8494646759877715,0.99,24,26,26,26,6,268,5,0,1.0,0
3.0,1.5,27,true,81,81,0.0,0.998146200067524,99,0.8518547709276946,0.99,26,29,28,29,9,289,8,0,1.0,0
3.0,1.0,16,true,102,102,1.0,0.9995934719485707,98,0.8621483036769498,0.98,34,34,53,53,17,520,15,0,1.0,1
3.0,3.0,18,true,111,111,1.0,0.9978739793649108,99,0.6501556652874098,0.99,61,62,59,62,46,1139,44,1,1.0,6
3.0,0.1,19,true,108,108,1.0,0.999535340472765,96,0.8627141291032653,0.96,40,40,59,59,20,674,16,0,1.0,4
3.0,0.5,28,true,76,76,1.0,0.9975645109954641,97,0.8498161788766565,0.97,25,25,24,25,4,221,1,0,1.0,0
3.0,0.3,5,true,137,137,1.0,0.9999783611180049,91,0.8809835403582491,0.91,40,42,88,88,16,580,7,0,1.0,0
3.0,1.0,17,true,103,103,0.0,0.9996338545265904,98,0.8629271934499179,0.98,32,32,54,54,18,545,16,0,1.0,0
3.0,3.0,19,true,110,110,1.0,0.999496519485635,96,0.8385213902202896,0.96,44,44,61,61,37,876,33,0,1.0,5
3.0,0.1,20,true,111,111,1.0,0.9996977990393581,98,0.8630345156836536,0.98,41,41,62,62,19,665,17,0,1.0,1
3.0,0.5,29,true,101,101,0.0,0.9996039944342239,99,0.861435439962342,0.99,32,33,52,52,11,429,10,0,1.0,0
3.0,0.3,6,true,118,118,1.0,0.9996349847092305,99,0.8467796254285463,0.99,50,50,69,69,27,881,26,0,1.0,6
3.0,1.0,18,true,111,111,1.0,0.999152312676661,98,0.8141539621750236,0.98,51,51,62,62,34,987,32,0,1.0,10
3.0,0.5,30,true,77,77,0.0,0.9967797942615898,99,0.8482803383467741,0.99,25,28,28,28,5,247,4,0,1.0,0
3.0,3.0,20,true,106,106,0.0,0.9983673514611656,97,0.7204607660257019,0.97,51,51,57,57,45,1058,42,0,1.0,9
3.0,0.3,7,true,75,75,0.0,0.997941853456306,99,0.8500111282241288,0.99,21,21,23,24,3,164,2,0,1.0,0
3.0,1.0,19,true,71,71,0.0,0.9972247625219669,100,0.8469740918805493,1.0,20,20,22,22,2,137,2,0,1.0,0
3.0,0.3,8,true,84,84,1.0,0.9984481641487954,98,0.8527349902263471,0.98,30,32,30,32,8,303,6,0,1.0,1
3.0,3.0,21,true,120,120,1.0,0.9999140059314285,94,0.8688496900252577,0.94,35,37,71,71,30,725,24,0,1.0,5
3.0,1.0,20,true,78,78,1.0,0.9976721265922592,100,0.8492094662011376,1.0,29,29,27,29,7,282,7,0,1.0,0
