label,Phi,theta_crystal,sigma_0,k,tick,fraction_A,coordination_rate,n_uncr,n_cryst_A,n_cryst_B,new_cryst_A,new_cryst_B,dissolutions,bexp_all,beff_all,C_all,sigma_crA,sigma_crB,anom_crA,anom_crB,e_uncr_mean,e_uncr_abs_mean,num_enforcements,convergence_counter
hard_slow,0.0,5.0,0.5,1.0,92,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9962,0.6019,NaN,1.69,NaN,3.591,3.591,0,37
hard_slow,0.0,5.0,0.5,1.0,93,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9966,0.6039,NaN,1.69,NaN,3.595,3.595,0,38
hard_slow,0.0,5.0,0.5,1.0,94,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9969,0.6059,NaN,1.69,NaN,3.599,3.599,0,39
hard_slow,0.0,5.0,0.5,1.0,95,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9972,0.6078,NaN,1.69,NaN,3.602,3.602,0,40
hard_slow,0.0,5.0,0.5,1.0,96,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9975,0.6098,NaN,1.69,NaN,3.605,3.605,0,41
hard_slow,0.0,5.0,0.5,1.0,97,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9978,0.6117,NaN,1.69,NaN,3.608,3.608,0,42
hard_slow,0.0,5.0,0.5,1.0,98,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.998,0.6137,NaN,1.69,NaN,3.61,3.61,0,43
hard_slow,0.0,5.0,0.5,1.0,99,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9982,0.6156,NaN,1.69,NaN,3.612,3.612,0,44
hard_slow,0.0,5.0,0.5,1.0,100,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9984,0.6175,NaN,1.69,NaN,3.614,3.614,0,45
hard_slow,0.0,5.0,0.5,1.0,101,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9985,0.6194,NaN,1.69,NaN,3.616,3.616,0,46
hard_slow,0.0,5.0,0.5,1.0,102,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9987,0.6213,NaN,1.69,NaN,3.617,3.617,0,47
hard_slow,0.0,5.0,0.5,1.0,103,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9988,0.6232,NaN,1.69,NaN,3.619,3.619,0,48
hard_slow,0.0,5.0,0.5,1.0,104,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.9989,0.6251,NaN,1.69,NaN,3.62,3.62,0,49
hard_slow,0.0,5.0,0.5,1.0,105,1.0,1.0,4,96,0,0,0,0,1.0,1.0,0.999,0.627,NaN,1.69,NaN,3.621,3.621,0,50
baseline_phi1,1.0,3.0,0.8,2.0,1,0.49,0.58,100,0,0,0,0,0,0.49,0.5,0.458,NaN,NaN,NaN,NaN,0.011,0.542,0,0
baseline_phi1,1.0,3.0,0.8,2.0,2,0.49,0.38,100,0,0,0,0,0,0.49,0.49,0.3916,NaN,NaN,NaN,NaN,0.01,0.736,0,0
baseline_phi1,1.0,3.0,0.8,2.0,3,0.48,0.44,100,0,0,0,0,0,0.4733,0.49,0.3701,NaN,NaN,NaN,NaN,-0.004,0.76,0,0
baseline_phi1,1.0,3.0,0.8,2.0,4,0.41,0.5,100,0,0,0,0,0,0.4508,0.4733,0.3397,NaN,NaN,NaN,NaN,-0.065,0.862,0,0
baseline_phi1,1.0,3.0,0.8,2.0,5,0.52,0.44,100,0,0,0,0,0,0.4525,0.4508,0.3138,NaN,NaN,NaN,NaN,-0.129,0.99,0,0
baseline_phi1,1.0,3.0,0.8,2.0,6,0.44,0.56,98,1,1,1,1,0,0.4767,0.4525,0.3019,0.8,0.8,0.0,0.0,-0.151,1.033,0,0
baseline_phi1,1.0,3.0,0.8,2.0,7,0.55,0.54,98,1,1,0,0,0,0.4792,0.4767,0.2899,0.801,0.801,0.0,0.0,-0.181,1.133,0,0
baseline_phi1,1.0,3.0,0.8,2.0,8,0.53,0.42,96,2,2,1,1,0,0.5108,0.4792,0.2734,0.8005,0.8005,0.5,0.0,-0.161,1.221,2,0
baseline_phi1,1.0,3.0,0.8,2.0,9,0.6,0.56,92,4,4,2,2,0,0.5633,0.5103,0.2643,0.8007,0.8005,0.25,0.0,-0.094,1.259,1,0
baseline_phi1,1.0,3.0,0.8,2.0,10,0.57,0.5,87,7,6,3,2,0,0.5692,0.5591,0.2616,0.8009,0.8005,0.14,0.0,-0.07,1.306,4,0
baseline_phi1,1.0,3.0,0.8,2.0,11,0.56,0.52,82,9,9,2,3,0,0.5733,0.5596,0.2744,0.8011,0.8007,0.11,0.0,0.01,1.316,6,0
baseline_phi1,1.0,3.0,0.8,2.0,12,0.47,0.54,74,13,13,4,4,0,0.5308,0.5621,0.2676,0.8012,0.8008,0.08,0.0,0.076,1.286,7,0
baseline_phi1,1.0,3.0,0.8,2.0,13,0.53,0.54,70,16,14,3,1,0,0.5117,0.5271,0.2747,0.8014,0.8011,0.19,0.14,-0.053,1.268,15,0
baseline_phi1,1.0,3.0,0.8,2.0,14,0.54,0.56,63,19,18,3,4,0,0.5058,0.5096,0.2764,0.8016,0.8011,0.42,0.39,-0.064,1.222,18,0
baseline_phi1,1.0,3.0,0.8,2.0,15,0.46,0.56,60,20,20,1,2,0,0.52,0.4963,0.2759,0.802,0.8014,0.55,0.6,-0.08,1.225,18,0
baseline_phi1,1.0,3.0,0.8,2.0,16,0.45,0.54,56,22,22,2,2,0,0.4675,0.5014,0.2853,0.8023,0.8017,0.77,0.86,-0.198,1.283,19,0
baseline_phi1,1.0,3.0,0.8,2.0,17,0.5,0.52,54,22,24,0,2,0,0.46,0.4611,0.2809,0.8029,0.8019,1.05,1.08,-0.193,1.319,22,0
baseline_phi1,1.0,3.0,0.8,2.0,18,0.45,0.58,50,22,28,0,4,0,0.4617,0.451,0.2786,0.8036,0.8021,1.14,1.11,-0.192,1.217,19,0
baseline_phi1,1.0,3.0,0.8,2.0,19,0.46,0.44,46,23,31,1,3,0,0.4525,0.4414,0.2664,0.8038,0.8024,1.26,1.1,-0.187,1.272,26,0
baseline_phi1,1.0,3.0,0.8,2.0,20,0.48,0.56,45,23,32,0,1,0,0.48,0.4366,0.2754,0.8043,0.8029,1.52,1.22,-0.059,1.357,23,0
baseline_phi1,1.0,3.0,0.8,2.0,21,0.42,0.52,40,26,34,3,2,0,0.4533,0.4662,0.2768,0.8041,0.8033,1.62,1.35,-0.267,1.278,27,0
baseline_phi1,1.0,3.0,0.8,2.0,22,0.48,0.4,34,29,37,3,3,0,0.4417,0.4513,0.2532,0.804,0.8033,1.86,1.59,-0.37,1.383,41,0
baseline_phi1,1.0,3.0,0.8,2.0,23,0.4,0.64,25,31,44,2,7,0,0.4367,0.4365,0.2744,0.8043,0.8033,2.03,1.55,-0.273,1.239,25,0
baseline_phi1,1.0,3.0,0.8,2.0,24,0.4,0.36,23,31,46,0,2,0,0.4125,0.4217,0.2553,0.8045,0.8036,2.61,1.89,-0.315,1.53,47,0
baseline_phi1,1.0,3.0,0.8,2.0,25,0.41,0.54,22,31,47,0,1,0,0.4025,0.4082,0.2612,0.8049,0.8041,3.03,2.13,-0.173,1.245,36,0
baseline_phi1,1.0,3.0,0.8,2.0,26,0.36,0.56,19,33,48,2,1,0,0.3825,0.4021,0.2674,0.8049,0.8047,3.3,2.4,-0.437,1.179,36,0
baseline_phi1,1.0,3.0,0.8,2.0,27,0.35,0.5,18,33,49,0,1,0,0.3592,0.4017,0.2564,0.7882,0.8051,3.58,2.61,-0.185,1.567,42,0
baseline_phi1,1.0,3.0,0.8,2.0,28,0.37,0.5,15,35,50,2,1,0,0.3667,0.3803,0.263,0.7893,0.8057,3.91,2.82,-0.878,1.617,38,0
baseline_phi1,1.0,3.0,0.8,2.0,29,0.39,0.58,14,35,51,0,1,0,0.3833,0.3907,0.2809,0.79,0.8062,4.29,3.04,-1.079,1.606,31,0
baseline_phi1,1.0,3.0,0.8,2.0,30,0.4,0.44,11,35,54,0,3,0,0.3883,0.3908,0.2691,0.7903,0.8063,4.89,3.22,-1.374,1.768,45,0
baseline_phi1,1.0,3.0,0.8,2.0,31,0.35,0.5,7,35,58,0,4,0,0.3667,0.375,0.2644,0.7745,0.8064,5.29,3.34,-1.639,1.639,46,0
baseline_phi1,1.0,3.0,0.8,2.0,32,0.34,0.56,7,35,58,0,0,0,0.3542,0.3632,0.2798,0.7267,0.8071,4.97,3.6,-1.945,1.945,35,0
baseline_phi1,1.0,3.0,0.8,2.0,33,0.35,0.38,5,35,60,0,2,0,0.3492,0.3402,0.2788,0.7111,0.798,5.31,3.65,-2.144,2.144,43,0
baseline_phi1,1.0,3.0,0.8,2.0,34,0.34,0.52,4,35,61,0,1,0,0.3478,0.3419,0.2792,0.6469,0.7988,4.8,3.89,-0.833,1.712,40,0
baseline_phi1,1.0,3.0,0.8,2.0,35,0.33,0.54,4,35,61,0,0,0,0.3233,0.3271,0.2894,0.615,0.7994,4.89,4.2,0.071,2.17,34,0
baseline_phi1,1.0,3.0,0.8,2.0,36,0.35,0.46,4,35,61,0,0,0,0.3308,0.3002,0.2885,0.5832,0.8001,4.97,4.54,0.004,1.262,39,0
baseline_phi1,1.0,3.0,0.8,2.0,37,0.3,0.6,4,35,61,0,0,0,0.3025,0.2935,0.2933,0.5351,0.7821,4.83,4.52,-0.879,1.812,33,0
baseline_phi1,1.0,3.0,0.8,2.0,38,0.28,0.6,3,35,62,0,1,0,0.295,0.2654,0.297,0.4543,0.7739,4.29,4.68,-0.515,1.759,37,0
baseline_phi1,1.0,3.0,0.8,2.0,39,0.24,0.6,3,35,62,0,0,0,0.2608,0.2389,0.3098,0.3905,0.7748,3.86,4.87,-0.244,1.487,22,0
baseline_phi1,1.0,3.0,0.8,2.0,40,0.2,0.68,3,35,62,0,0,0,0.2187,0.2132,0.3273,0.3589,0.7757,4.06,5.05,-1.423,1.423,20,0
baseline_phi1,1.0,3.0,0.8,2.0,41,0.12,0.84,2,34,64,0,2,1,0.1758,0.1863,0.371,0.3296,0.7687,4.06,4.78,-0.776,0.776,7,0
baseline_phi1,1.0,3.0,0.8,2.0,42,0.15,0.74,3,33,64,0,0,1,0.1445,0.1583,0.3905,0.2816,0.7607,3.85,4.78,-0.985,0.985,14,0
baseline_phi1,1.0,3.0,0.8,2.0,43,0.13,0.82,3,33,64,0,0,0,0.1245,0.1269,0.4248,0.2649,0.744,4.36,4.58,-1.511,1.511,9,0
baseline_phi1,1.0,3.0,0.8,2.0,44,0.12,0.8,3,32,65,0,1,1,0.127,0.1131,0.4488,0.2662,0.746,5.06,4.62,-0.825,0.825,6,0
baseline_phi1,1.0,3.0,0.8,2.0,45,0.16,0.76,7,28,65,0,0,4,0.125,0.1154,0.4651,0.2693,0.747,5.29,4.77,-0.504,0.504,10,0
baseline_phi1,1.0,3.0,0.8,2.0,46,0.07,0.86,7,28,65,0,0,0,0.1058,0.1013,0.4988,0.2495,0.7482,5.82,4.82,-1.016,1.016,3,0
baseline_phi1,1.0,3.0,0.8,2.0,47,0.07,0.86,9,25,66,0,1,3,0.09,0.0861,0.5257,0.2495,0.7502,6.36,4.8,-0.687,0.687,5,0
baseline_phi1,1.0,3.0,0.8,2.0,48,0.05,0.9,13,21,66,0,0,4,0.0582,0.0671,0.5593,0.2489,0.7514,6.86,4.88,-0.803,0.803,5,0
baseline_phi1,1.0,3.0,0.8,2.0,49,0.03,0.98,17,17,66,0,0,4,0.0517,0.0423,0.5975,0.2485,0.7526,7.35,4.92,-0.955,0.955,3,0
baseline_phi1,1.0,3.0,0.8,2.0,50,0.02,0.96,21,13,66,0,0,4,0.037,0.0336,0.6327,0.2474,0.7538,7.85,4.95,-1.113,1.113,2,0
baseline_phi1,1.0,3.0,0.8,2.0,51,0.02,0.96,23,9,68,0,2,4,0.0258,0.0202,0.6654,0.247,0.7563,8.22,4.82,-1.096,1.096,1,0
baseline_phi1,1.0,3.0,0.8,2.0,52,0.03,0.94,26,5,69,0,1,4,0.0262,0.016,0.6929,0.2513,0.7581,8.4,4.75,-1.149,1.149,1,0
baseline_phi1,1.0,3.0,0.8,2.0,53,0.01,0.98,29,1,70,0,1,4,0.0217,0.02,0.7207,0.2426,0.7599,7.0,4.69,-1.213,1.213,0,0
baseline_phi1,1.0,3.0,0.8,2.0,54,0.0,1.0,28,1,71,0,1,0,0.01,0.0154,0.7459,0.2426,0.7617,8.0,4.62,-1.462,1.462,0,0
baseline_phi1,1.0,3.0,0.8,2.0,55,0.01,0.98,26,1,73,0,2,0,0.005,0.0072,0.769,0.2426,0.7639,9.0,4.49,-1.657,1.657,1,0
baseline_phi1,1.0,3.0,0.8,2.0,56,0.0,1.0,25,0,75,0,2,1,0.0033,0.0022,0.7921,NaN,0.766,NaN,4.37,-1.754,1.754,0,0
baseline_phi1,1.0,3.0,0.8,2.0,57,0.0,1.0,23,0,77,0,2,0,0.0025,0.0011,0.8129,NaN,0.768,NaN,4.26,-1.885,1.885,0,0
baseline_phi1,1.0,3.0,0.8,2.0,58,0.0,1.0,22,0,78,0,1,0,0.0025,0.0008,0.8316,NaN,0.7696,NaN,4.21,-2.028,2.028,0,0
baseline_phi1,1.0,3.0,0.8,2.0,59,0.0,1.0,22,0,78,0,0,0,0.0,0.0008,0.8484,NaN,0.7707,NaN,4.21,-2.197,2.197,0,0
baseline_phi1,1.0,3.0,0.8,2.0,60,0.0,1.0,21,0,79,0,1,0,0.0,0.0,0.8636,NaN,0.7722,NaN,4.15,-2.31,2.31,0,0
baseline_phi1,1.0,3.0,0.8,2.0,61,0.0,1.0,17,0,83,0,4,0,0.0,0.0,0.8772,NaN,0.7746,NaN,3.95,-2.301,2.301,0,0
baseline_phi1,1.0,3.0,0.8,2.0,62,0.0,1.0,16,0,84,0,1,0,0.0,0.0,0.8895,NaN,0.7761,NaN,3.9,-2.372,2.372,0,0
baseline_phi1,1.0,3.0,0.8,2.0,63,0.0,1.0,13,0,87,0,3,0,0.0,0.0,0.9005,NaN,0.778,NaN,3.77,-2.34,2.34,0,0
baseline_phi1,1.0,3.0,0.8,2.0,64,0.0,1.0,13,0,87,0,0,0,0.0,0.0,0.9105,NaN,0.7791,NaN,3.77,-2.425,2.425,0,0
baseline_phi1,1.0,3.0,0.8,2.0,65,0.0,1.0,12,0,88,0,1,0,0.0,0.0,0.9194,NaN,0.7804,NaN,3.73,-2.453,2.453,0,0
baseline_phi1,1.0,3.0,0.8,2.0,66,0.0,1.0,11,0,89,0,1,0,0.0,0.0,0.9275,NaN,0.7817,NaN,3.69,-2.476,2.476,0,0
baseline_phi1,1.0,3.0,0.8,2.0,67,0.0,1.0,10,0,90,0,1,0,0.0,0.0,0.9347,NaN,0.783,NaN,3.64,-2.48,2.48,0,1
baseline_phi1,1.0,3.0,0.8,2.0,68,0.0,1.0,10,0,90,0,0,0,0.0,0.0,0.9413,NaN,0.7841,NaN,3.64,-2.531,2.531,0,2
baseline_phi1,1.0,3.0,0.8,2.0,69,0.0,1.0,10,0,90,0,0,0,0.0,0.0,0.9471,NaN,0.7852,NaN,3.64,-2.576,2.576,0,3
baseline_phi1,1.0,3.0,0.8,2.0,70,0.0,1.0,10,0,90,0,0,0,0.0,0.0,0.9524,NaN,0.7862,NaN,3.64,-2.617,2.617,0,4
baseline_phi1,1.0,3.0,0.8,2.0,71,0.0,1.0,10,0,90,0,0,0,0.0,0.0,0.9572,NaN,0.7873,NaN,3.64,-2.653,2.653,0,5
baseline_phi1,1.0,3.0,0.8,2.0,72,0.0,1.0,10,0,90,0,0,0,0.0,0.0,0.9615,NaN,0.7884,NaN,3.64,-2.686,2.686,0,6
baseline_phi1,1.0,3.0,0.8,2.0,73,0.0,1.0,10,0,90,0,0,0,0.0,0.0,0.9653,NaN,0.7894,NaN,3.64,-2.716,2.716,0,7
baseline_phi1,1.0,3.0,0.8,2.0,74,0.0,1.0,9,0,91,0,1,0,0.0,0.0,0.9688,NaN,0.7906,NaN,3.6,-2.714,2.714,0,8
baseline_phi1,1.0,3.0,0.8,2.0,75,0.0,1.0,9,0,91,0,0,0,0.0,0.0,0.9719,NaN,0.7916,NaN,3.6,-2.739,2.739,0,9
baseline_phi1,1.0,3.0,0.8,2.0,76,0.0,1.0,9,0,91,0,0,0,0.0,0.0,0.9747,NaN,0.7927,NaN,3.6,-2.762,2.762,0,10
baseline_phi1,1.0,3.0,0.8,2.0,77,0.0,1.0,8,0,92,0,1,0,0.0,0.0,0.9772,NaN,0.7938,NaN,3.57,-2.755,2.755,0,11
baseline_phi1,1.0,3.0,0.8,2.0,78,0.0,1.0,7,0,93,0,1,0,0.0,0.0,0.9795,NaN,0.7949,NaN,3.53,-2.739,2.739,0,12
baseline_phi1,1.0,3.0,0.8,2.0,79,0.0,1.0,7,0,93,0,0,0,0.0,0.0,0.9816,NaN,0.7959,NaN,3.53,-2.756,2.756,0,13
baseline_phi1,1.0,3.0,0.8,2.0,80,0.0,1.0,7,0,93,0,0,0,0.0,0.0,0.9834,NaN,0.7969,NaN,3.53,-2.771,2.771,0,14
baseline_phi1,1.0,3.0,0.8,2.0,81,0.0,1.0,6,0,94,0,1,0,0.0,0.0,0.9851,NaN,0.7979,NaN,3.49,-2.748,2.748,0,15
baseline_phi1,1.0,3.0,0.8,2.0,82,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9866,NaN,0.7989,NaN,3.49,-2.76,2.76,0,16
baseline_phi1,1.0,3.0,0.8,2.0,83,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9879,NaN,0.8,NaN,3.49,-2.771,2.771,0,17
baseline_phi1,1.0,3.0,0.8,2.0,84,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9891,NaN,0.801,NaN,3.49,-2.781,2.781,0,18
baseline_phi1,1.0,3.0,0.8,2.0,85,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9902,NaN,0.802,NaN,3.49,-2.789,2.789,0,19
baseline_phi1,1.0,3.0,0.8,2.0,86,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9912,NaN,0.8029,NaN,3.49,-2.797,2.797,0,20
baseline_phi1,1.0,3.0,0.8,2.0,87,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9921,NaN,0.8039,NaN,3.49,-2.804,2.804,0,21
baseline_phi1,1.0,3.0,0.8,2.0,88,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9929,NaN,0.8049,NaN,3.49,-2.811,2.811,0,22
baseline_phi1,1.0,3.0,0.8,2.0,89,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9936,NaN,0.8059,NaN,3.49,-2.816,2.816,0,23
baseline_phi1,1.0,3.0,0.8,2.0,90,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9942,NaN,0.8069,NaN,3.49,-2.821,2.821,0,24
baseline_phi1,1.0,3.0,0.8,2.0,91,0.0,1.0,6,0,94,0,0,0,0.0,0.0,0.9948,NaN,0.8078,NaN,3.49,-2.826,2.826,0,25
baseline_phi1,1.0,3.0,0.8,2.0,92,0.0,1.0,5,0,95,0,1,0,0.0,0.0,0.9953,NaN,0.8087,NaN,3.45,-2.795,2.795,0,26
baseline_phi1,1.0,3.0,0.8,2.0,93,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9958,NaN,0.8096,NaN,3.45,-2.799,2.799,0,27
baseline_phi1,1.0,3.0,0.8,2.0,94,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9962,NaN,0.8106,NaN,3.45,-2.802,2.802,0,28
baseline_phi1,1.0,3.0,0.8,2.0,95,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9966,NaN,0.8115,NaN,3.45,-2.805,2.805,0,29
baseline_phi1,1.0,3.0,0.8,2.0,96,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9969,NaN,0.8125,NaN,3.45,-2.808,2.808,0,30
baseline_phi1,1.0,3.0,0.8,2.0,97,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9972,NaN,0.8134,NaN,3.45,-2.81,2.81,0,31
baseline_phi1,1.0,3.0,0.8,2.0,98,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9975,NaN,0.8144,NaN,3.45,-2.812,2.812,0,32
baseline_phi1,1.0,3.0,0.8,2.0,99,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9978,NaN,0.8153,NaN,3.45,-2.814,2.814,0,33
baseline_phi1,1.0,3.0,0.8,2.0,100,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.998,NaN,0.8162,NaN,3.45,-2.816,2.816,0,34
baseline_phi1,1.0,3.0,0.8,2.0,101,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9982,NaN,0.8171,NaN,3.45,-2.818,2.818,0,35
baseline_phi1,1.0,3.0,0.8,2.0,102,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9984,NaN,0.818,NaN,3.45,-2.819,2.819,0,36
baseline_phi1,1.0,3.0,0.8,2.0,103,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9985,NaN,0.8189,NaN,3.45,-2.82,2.82,0,37
baseline_phi1,1.0,3.0,0.8,2.0,104,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9987,NaN,0.8199,NaN,3.45,-2.821,2.821,0,38
baseline_phi1,1.0,3.0,0.8,2.0,105,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9988,NaN,0.8208,NaN,3.45,-2.822,2.822,0,39
baseline_phi1,1.0,3.0,0.8,2.0,106,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9989,NaN,0.8217,NaN,3.45,-2.823,2.823,0,40
baseline_phi1,1.0,3.0,0.8,2.0,107,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.999,NaN,0.8225,NaN,3.45,-2.824,2.824,0,41
baseline_phi1,1.0,3.0,0.8,2.0,108,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9991,NaN,0.8234,NaN,3.45,-2.825,2.825,0,42
baseline_phi1,1.0,3.0,0.8,2.0,109,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9992,NaN,0.8243,NaN,3.45,-2.825,2.825,0,43
baseline_phi1,1.0,3.0,0.8,2.0,110,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9993,NaN,0.8252,NaN,3.45,-2.826,2.826,0,44
baseline_phi1,1.0,3.0,0.8,2.0,111,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9994,NaN,0.8261,NaN,3.45,-2.827,2.827,0,45
baseline_phi1,1.0,3.0,0.8,2.0,112,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9994,NaN,0.8269,NaN,3.45,-2.827,2.827,0,46
baseline_phi1,1.0,3.0,0.8,2.0,113,0.0,1.0,4,0,96,0,1,0,0.0,0.0,0.9995,NaN,0.8275,NaN,3.42,-2.784,2.784,0,47
baseline_phi1,1.0,3.0,0.8,2.0,114,0.0,1.0,4,0,96,0,0,0,0.0,0.0,0.9995,NaN,0.8284,NaN,3.42,-2.785,2.785,0,48
baseline_phi1,1.0,3.0,0.8,2.0,115,0.0,1.0,4,0,96,0,0,0,0.0,0.0,0.9996,NaN,0.8292,NaN,3.42,-2.785,2.785,0,49
baseline_phi1,1.0,3.0,0.8,2.0,116,0.0,1.0,4,0,96,0,0,0,0.0,0.0,0.9996,NaN,0.8301,NaN,3.42,-2.785,2.785,0,50
baseline_phi2,2.0,3.0,0.8,2.0,1,0.49,0.58,100,0,0,0,0,0,0.49,0.5,0.458,NaN,NaN,NaN,NaN,0.011,0.542,0,0
baseline_phi2,2.0,3.0,0.8,2.0,2,0.49,0.38,100,0,0,0,0,0,0.49,0.49,0.3916,NaN,NaN,NaN,NaN,0.01,0.736,0,0
baseline_phi2,2.0,3.0,0.8,2.0,3,0.48,0.44,100,0,0,0,0,0,0.4733,0.49,0.3701,NaN,NaN,NaN,NaN,-0.004,0.76,0,0
baseline_phi2,2.0,3.0,0.8,2.0,4,0.41,0.5,100,0,0,0,0,0,0.4508,0.4733,0.3397,NaN,NaN,NaN,NaN,-0.065,0.862,0,0
baseline_phi2,2.0,3.0,0.8,2.0,5,0.52,0.44,100,0,0,0,0,0,0.4525,0.4508,0.3138,NaN,NaN,NaN,NaN,-0.129,0.99,0,0
baseline_phi2,2.0,3.0,0.8,2.0,6,0.44,0.56,98,1,1,1,1,0,0.4767,0.4525,0.3019,0.8,0.8,0.0,0.0,-0.151,1.033,0,0
baseline_phi2,2.0,3.0,0.8,2.0,7,0.55,0.54,98,1,1,0,0,0,0.4792,0.4767,0.2899,0.801,0.801,0.0,0.0,-0.181,1.133,0,0
baseline_phi2,2.0,3.0,0.8,2.0,8,0.53,0.42,96,2,2,1,1,0,0.5108,0.4792,0.2734,0.8005,0.8005,0.5,0.0,-0.161,1.221,2,0
baseline_phi2,2.0,3.0,0.8,2.0,9,0.6,0.56,92,4,4,2,2,0,0.5633,0.5103,0.2643,0.8007,0.8005,0.25,0.0,-0.111,1.276,1,0
